"","SignedMonth","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"1",2007-07-01,"Services (Non-R&D)","Army","YOUNG",0.965416843113705,NA
"2",2007-08-01,"Services (Non-R&D)","Army","YOUNG",2.32766064194635,NA
"3",2007-09-01,"Services (Non-R&D)","Army","YOUNG",8.99933170097654,4.09746972867886
"4",2007-10-01,"Services (Non-R&D)","Army","YOUNG",1.32803296772234,4.21834177021508
"5",2007-11-01,"Services (Non-R&D)","Army","YOUNG",1.87573305903471,4.06769924257786
"6",2007-12-01,"Services (Non-R&D)","Army","YOUNG",2.50561678855748,1.90312760510484
"7",2008-01-01,"Services (Non-R&D)","Army","YOUNG",2.29082753149675,2.22405912636298
"8",2008-02-01,"Services (Non-R&D)","Army","YOUNG",3.26437011515184,2.68693814506869
"9",2008-03-01,"Services (Non-R&D)","Army","YOUNG",3.87766763227766,3.14428842630875
"10",2008-04-01,"Services (Non-R&D)","Army","YOUNG",3.38490732505423,3.50898169082791
"11",2008-05-01,"Services (Non-R&D)","Army","YOUNG",2.62301907792842,3.29519801175343
"12",2008-06-01,"Services (Non-R&D)","Army","YOUNG",4.20417697342733,3.40403445880333
"13",2008-07-01,"Services (Non-R&D)","Army","YOUNG",3.67463766841649,3.50061123992408
"14",2008-08-01,"Services (Non-R&D)","Army","YOUNG",3.98545261578091,3.95475575254158
"15",2008-09-01,"Services (Non-R&D)","Army","YOUNG",16.1535059632429,7.93786541581345
"16",2008-10-01,"Services (Non-R&D)","Army","YOUNG",3.01975276239446,7.71957044713944
"17",2008-11-01,"Services (Non-R&D)","Army","YOUNG",3.20981727436675,7.46102533333472
"18",2008-12-01,"Services (Non-R&D)","Army","YOUNG",3.97999024374323,3.40318676016815
"19",2009-01-01,"Services (Non-R&D)","Army","YOUNG",4.6837295316627,3.95784568325756
"20",2009-02-01,"Services (Non-R&D)","Army","YOUNG",4.7016063872808,4.45510872089558
"21",2009-03-01,"Services (Non-R&D)","Army","YOUNG",4.9170906575774,4.76747552550696
"22",2009-04-01,"Services (Non-R&D)","Army","YOUNG",3.66695735006495,4.42855146497438
"23",2009-05-01,"Services (Non-R&D)","Army","YOUNG",1.90261328846071,3.49555376536768
"24",2009-06-01,"Services (Non-R&D)","Army","YOUNG",2.61246932627192,2.72734665493253
"25",2009-07-01,"Services (Non-R&D)","Army","YOUNG",1.97260917516779,2.1625639299668
"26",2009-08-01,"Services (Non-R&D)","Army","YOUNG",2.16230235006495,2.24912695050155
"27",2009-09-01,"Services (Non-R&D)","Army","YOUNG",4.08802221445118,2.74097791322797
"28",2009-10-01,"Services (Non-R&D)","Army","YOUNG",0.891932499753958,2.3807523547567
"29",2009-11-01,"Services (Non-R&D)","Army","YOUNG",1.15720648570817,2.0457203999711
"30",2009-12-01,"Services (Non-R&D)","Army","YOUNG",1.98943897609114,1.34619265385109
"31",2010-01-01,"Services (Non-R&D)","Army","YOUNG",1.97288788023107,1.70651111401013
"32",2010-02-01,"Services (Non-R&D)","Army","YOUNG",1.63639877323492,1.86624187651904
"33",2010-03-01,"Services (Non-R&D)","Army","YOUNG",1.28377793945229,1.63102153097276
"34",2010-04-01,"Services (Non-R&D)","Army","YOUNG",1.4697264860077,1.46330106623164
"35",2010-05-01,"Services (Non-R&D)","Army","YOUNG",0.923833531814292,1.22577931909143
"36",2010-06-01,"Services (Non-R&D)","Army","YOUNG",0.62282648495935,1.00546216759378
"37",2010-07-01,"Services (Non-R&D)","Army","YOUNG",0.781061625716731,0.775907214163457
"38",2010-08-01,"Services (Non-R&D)","Army","YOUNG",1.23053206560762,0.878140058761232
"39",2010-09-01,"Services (Non-R&D)","Army","YOUNG",1.72414175235344,1.2452451478926
"40",2010-10-01,"Services (Non-R&D)","Army","YOUNG",0.445738945404952,1.133470921122
"41",2010-11-01,"Services (Non-R&D)","Army","YOUNG",0.481529731032312,0.883803476263569
"42",2010-12-01,"Services (Non-R&D)","Army","YOUNG",0.761174841072178,0.562814505836481
"43",2011-01-01,"Services (Non-R&D)","Army","YOUNG",1.06737439506924,0.770026322391244
"44",2011-02-01,"Services (Non-R&D)","Army","YOUNG",0.457551109158624,0.762033448433347
"45",2011-03-01,"Services (Non-R&D)","Army","YOUNG",0.793049976636592,0.772658493621485
"46",2011-04-01,"Services (Non-R&D)","Army","YOUNG",0.701918288963491,0.650839791586236
"47",2011-05-01,"Services (Non-R&D)","Army","YOUNG",0.70609421920898,0.733687494936355
"48",2011-06-01,"Services (Non-R&D)","Army","YOUNG",0.469051051049098,0.625687853073856
"49",2011-07-01,"Services (Non-R&D)","Army","YOUNG",0.49661304591901,0.557252772059029
"50",2011-08-01,"Services (Non-R&D)","Army","YOUNG",0.698580740862358,0.554748279276822
"51",2011-09-01,"Services (Non-R&D)","Army","YOUNG",0.750422140358791,0.648538642380053
"52",2011-10-01,"Services (Non-R&D)","Army","YOUNG",0.134421732355061,0.527808204525404
"53",2011-11-01,"Services (Non-R&D)","Army","YOUNG",0.24598257592421,0.376942149546021
"54",2011-12-01,"Services (Non-R&D)","Army","YOUNG",0.462333066841726,0.280912458373666
"55",2012-01-01,"Services (Non-R&D)","Army","YOUNG",0.540586757635671,0.416300800133869
"56",2012-02-01,"Services (Non-R&D)","Army","YOUNG",0.511787139975286,0.504902321484227
"57",2012-03-01,"Services (Non-R&D)","Army","YOUNG",0.470252278611883,0.507542058740947
"58",2012-04-01,"Services (Non-R&D)","Army","YOUNG",0.170739558006385,0.384259658864518
"59",2012-05-01,"Services (Non-R&D)","Army","YOUNG",0.371767890598291,0.337586575738853
"60",2012-06-01,"Services (Non-R&D)","Army","YOUNG",0.461745633230357,0.334751027278344
"61",2012-07-01,"Services (Non-R&D)","Army","YOUNG",0.215521722284008,0.349678415370885
"62",2012-08-01,"Services (Non-R&D)","Army","YOUNG",0.179402353506333,0.285556569673566
"63",2012-09-01,"Services (Non-R&D)","Army","YOUNG",0.316985410287303,0.237303162025881
"64",2012-10-01,"Services (Non-R&D)","Army","YOUNG",0.137246467203412,0.211211410332349
"65",2012-11-01,"Services (Non-R&D)","Army","YOUNG",0.216476291864324,0.223569389785013
"66",2012-12-01,"Services (Non-R&D)","Army","YOUNG",0.408866071031583,0.254196276699773
"67",2013-01-01,"Services (Non-R&D)","Army","YOUNG",0.240124256455773,0.288488873117227
"68",2013-02-01,"Services (Non-R&D)","Army","YOUNG",0.0922611403500559,0.247083822612471
"69",2013-03-01,"Services (Non-R&D)","Army","YOUNG",0.161244739676653,0.164543378827494
"70",2013-04-01,"Services (Non-R&D)","Army","YOUNG",0.0268649548541688,0.0934569449602925
"71",2013-05-01,"Services (Non-R&D)","Army","YOUNG",0.378366450222911,0.188825381584577
"72",2013-06-01,"Services (Non-R&D)","Army","YOUNG",0.479574021058495,0.294935142045191
"73",2013-07-01,"Services (Non-R&D)","Army","YOUNG",0.183152761377577,0.347031077552994
"74",2013-08-01,"Services (Non-R&D)","Army","YOUNG",0.0137535040984056,0.225493428844826
"75",2013-09-01,"Services (Non-R&D)","Army","YOUNG",0.0823206112543922,0.0930756255767916
"76",2013-10-01,"Services (Non-R&D)","Army","YOUNG",0.0394050201254,0.0451597118260659
"77",2013-11-01,"Services (Non-R&D)","Army","YOUNG",0.0974541423451,0.073059924574964
"78",2013-12-01,"Services (Non-R&D)","Army","YOUNG",0.2921224455563,0.142993869342267
"79",2014-01-01,"Services (Non-R&D)","Army","YOUNG",0.125881059741,0.1718192158808
"80",2014-02-01,"Services (Non-R&D)","Army","YOUNG",0.10371982189,0.1739077757291
"81",2014-03-01,"Services (Non-R&D)","Army","YOUNG",0.4649068635946,0.231502581741867
"82",2014-04-01,"Services (Non-R&D)","Army","YOUNG",0.0566404460988,0.208422377194467
"83",2014-05-01,"Services (Non-R&D)","Army","YOUNG",0.0330201726849,0.184855827459433
"84",2014-06-01,"Services (Non-R&D)","Army","YOUNG",0.1176421667458,0.0691009285098333
"85",2014-07-01,"Services (Non-R&D)","Army","YOUNG",-0.0728333476586,0.0259429972573667
"86",2014-08-01,"Services (Non-R&D)","Army","YOUNG",0.0294347025943,0.0247478405605
"87",2014-09-01,"Services (Non-R&D)","Army","YOUNG",0.0229216688114,-0.00682565875096667
"88",2010-11-01,"Services (Non-R&D)","Army","BBP1",1.01743283408519,NA
"89",2010-12-01,"Services (Non-R&D)","Army","BBP1",1.94136335768989,NA
"90",2011-01-01,"Services (Non-R&D)","Army","BBP1",1.34198002889215,1.43359207355574
"91",2011-02-01,"Services (Non-R&D)","Army","BBP1",1.44366989554133,1.57567109404112
"92",2011-03-01,"Services (Non-R&D)","Army","BBP1",2.58730800689257,1.79098597710869
"93",2011-04-01,"Services (Non-R&D)","Army","BBP1",3.0475166892992,2.35949819724437
"94",2011-05-01,"Services (Non-R&D)","Army","BBP1",2.76461085694503,2.7998118510456
"95",2011-06-01,"Services (Non-R&D)","Army","BBP1",4.15949619908728,3.32387458177717
"96",2011-07-01,"Services (Non-R&D)","Army","BBP1",3.50978164422996,3.47796290008742
"97",2011-08-01,"Services (Non-R&D)","Army","BBP1",3.53513605602182,3.73480463311302
"98",2011-09-01,"Services (Non-R&D)","Army","BBP1",12.2583474780424,6.43442172609805
"99",2011-10-01,"Services (Non-R&D)","Army","BBP1",0.86334927901349,5.55227760435923
"100",2011-11-01,"Services (Non-R&D)","Army","BBP1",1.5202210399135,4.88063926565646
"101",2011-12-01,"Services (Non-R&D)","Army","BBP1",2.46957589692102,1.61771540528267
"102",2012-01-01,"Services (Non-R&D)","Army","BBP1",2.31677553341571,2.10219082341674
"103",2012-02-01,"Services (Non-R&D)","Army","BBP1",3.29188864299248,2.69274669110974
"104",2012-03-01,"Services (Non-R&D)","Army","BBP1",4.66619293580476,3.42495237073765
"105",2012-04-01,"Services (Non-R&D)","Army","BBP1",2.66785234666873,3.54197797515532
"106",2012-05-01,"Services (Non-R&D)","Army","BBP1",4.00574907591391,3.7799314527958
"107",2012-06-01,"Services (Non-R&D)","Army","BBP1",3.51762299499537,3.39707480585933
"108",2012-07-01,"Services (Non-R&D)","Army","BBP1",3.02215982902894,3.5151772999794
"109",2012-08-01,"Services (Non-R&D)","Army","BBP1",4.13293179438781,3.5575715394707
"110",2012-09-01,"Services (Non-R&D)","Army","BBP1",12.6177423864998,6.5909446699722
"111",2012-10-01,"Services (Non-R&D)","Army","BBP1",1.55002030441495,6.10023149510087
"112",2012-11-01,"Services (Non-R&D)","Army","BBP1",2.32303096941414,5.49693122010964
"113",2012-12-01,"Services (Non-R&D)","Army","BBP1",3.32299925078085,2.39868350820331
"114",2013-01-01,"Services (Non-R&D)","Army","BBP1",2.24352299517234,2.62985107178911
"115",2013-02-01,"Services (Non-R&D)","Army","BBP1",2.15888593359703,2.57513605985007
"116",2013-03-01,"Services (Non-R&D)","Army","BBP1",1.91816919354697,2.10685937410545
"117",2013-04-01,"Services (Non-R&D)","Army","BBP1",2.22008290923073,2.09904601212491
"118",2013-05-01,"Services (Non-R&D)","Army","BBP1",3.66267601797106,2.60030937358292
"119",2013-06-01,"Services (Non-R&D)","Army","BBP1",3.14144108182452,3.00806666967543
"120",2013-07-01,"Services (Non-R&D)","Army","BBP1",3.15311982652381,3.3190789754398
"121",2013-08-01,"Services (Non-R&D)","Army","BBP1",3.15123644260262,3.14859911698365
"122",2013-09-01,"Services (Non-R&D)","Army","BBP1",11.2453104360758,5.84988890173406
"123",2013-10-01,"Services (Non-R&D)","Army","BBP1",0.8152688762745,5.07060525165096
"124",2013-11-01,"Services (Non-R&D)","Army","BBP1",1.8390648723306,4.63321472822695
"125",2013-12-01,"Services (Non-R&D)","Army","BBP1",2.8371032742299,1.83047900761167
"126",2014-01-01,"Services (Non-R&D)","Army","BBP1",1.4879710167284,2.05471305442963
"127",2014-02-01,"Services (Non-R&D)","Army","BBP1",2.1177301286221,2.14760147319347
"128",2014-03-01,"Services (Non-R&D)","Army","BBP1",2.8922272664338,2.16597613726143
"129",2014-04-01,"Services (Non-R&D)","Army","BBP1",2.7316672692361,2.580541554764
"130",2014-05-01,"Services (Non-R&D)","Army","BBP1",2.9561789764785,2.86002450404947
"131",2014-06-01,"Services (Non-R&D)","Army","BBP1",3.3474163710906,3.01175420560173
"132",2014-07-01,"Services (Non-R&D)","Army","BBP1",3.2091248458265,3.17090673113187
"133",2014-08-01,"Services (Non-R&D)","Army","BBP1",3.2044108016806,3.2536506728659
"134",2014-09-01,"Services (Non-R&D)","Army","BBP1",5.2885392560325,3.9006916345132
"135",2007-07-01,"Services (Non-R&D)","Navy","YOUNG",0.361846441598384,NA
"136",2007-08-01,"Services (Non-R&D)","Navy","YOUNG",1.4186951506095,NA
"137",2007-09-01,"Services (Non-R&D)","Navy","YOUNG",5.05950757446402,2.28001638889063
"138",2007-10-01,"Services (Non-R&D)","Navy","YOUNG",1.64259730693059,2.70693334400137
"139",2007-11-01,"Services (Non-R&D)","Navy","YOUNG",1.17974394570499,2.62728294236653
"140",2007-12-01,"Services (Non-R&D)","Navy","YOUNG",1.29392286601952,1.3720880395517
"141",2008-01-01,"Services (Non-R&D)","Navy","YOUNG",1.21785922595445,1.23050867922632
"142",2008-02-01,"Services (Non-R&D)","Navy","YOUNG",1.32058896160304,1.277457017859
"143",2008-03-01,"Services (Non-R&D)","Navy","YOUNG",1.95385304556399,1.49743374437382
"144",2008-04-01,"Services (Non-R&D)","Navy","YOUNG",1.82893934501085,1.70112711739262
"145",2008-05-01,"Services (Non-R&D)","Navy","YOUNG",1.23032734842733,1.67103991300072
"146",2008-06-01,"Services (Non-R&D)","Navy","YOUNG",1.52667499664859,1.52864723002892
"147",2008-07-01,"Services (Non-R&D)","Navy","YOUNG",1.70763358579176,1.48821197695589
"148",2008-08-01,"Services (Non-R&D)","Navy","YOUNG",2.07095076638829,1.76841978294288
"149",2008-09-01,"Services (Non-R&D)","Navy","YOUNG",7.32521452463124,3.70126629227043
"150",2008-10-01,"Services (Non-R&D)","Navy","YOUNG",1.86867181717904,3.75494570273285
"151",2008-11-01,"Services (Non-R&D)","Navy","YOUNG",1.92341394030093,3.70576676070374
"152",2008-12-01,"Services (Non-R&D)","Navy","YOUNG",2.97218097179043,2.25475557642347
"153",2009-01-01,"Services (Non-R&D)","Navy","YOUNG",1.68377691046763,2.193123940853
"154",2009-02-01,"Services (Non-R&D)","Navy","YOUNG",1.73380627475644,2.1299213856715
"155",2009-03-01,"Services (Non-R&D)","Navy","YOUNG",2.44902516318467,1.95553611613625
"156",2009-04-01,"Services (Non-R&D)","Navy","YOUNG",1.51130884966443,1.89804676253518
"157",2009-05-01,"Services (Non-R&D)","Navy","YOUNG",0.52650840481706,1.49561413922205
"158",2009-06-01,"Services (Non-R&D)","Navy","YOUNG",0.592729863195497,0.876849039225662
"159",2009-07-01,"Services (Non-R&D)","Navy","YOUNG",0.646523625568305,0.588587297860287
"160",2009-08-01,"Services (Non-R&D)","Navy","YOUNG",0.68454403111063,0.641265839958144
"161",2009-09-01,"Services (Non-R&D)","Navy","YOUNG",1.27191406674605,0.867660574474994
"162",2009-10-01,"Services (Non-R&D)","Navy","YOUNG",0.747965570143346,0.901474556000008
"163",2009-11-01,"Services (Non-R&D)","Navy","YOUNG",0.48036882301027,0.833416153299888
"164",2009-12-01,"Services (Non-R&D)","Navy","YOUNG",0.576604749668378,0.601646380940665
"165",2010-01-01,"Services (Non-R&D)","Navy","YOUNG",1.10303477449722,0.720002782391955
"166",2010-02-01,"Services (Non-R&D)","Navy","YOUNG",0.530338989687634,0.736659504617744
"167",2010-03-01,"Services (Non-R&D)","Navy","YOUNG",0.657518836703038,0.76363086696263
"168",2010-04-01,"Services (Non-R&D)","Navy","YOUNG",0.555351440275995,0.581069755555556
"169",2010-05-01,"Services (Non-R&D)","Navy","YOUNG",0.310651390233205,0.507840555737413
"170",2010-06-01,"Services (Non-R&D)","Navy","YOUNG",0.354120771983312,0.406707867497504
"171",2010-07-01,"Services (Non-R&D)","Navy","YOUNG",0.372168602396235,0.345646921537584
"172",2010-08-01,"Services (Non-R&D)","Navy","YOUNG",0.377049339302525,0.367779571227357
"173",2010-09-01,"Services (Non-R&D)","Navy","YOUNG",0.92982331287976,0.55968041819284
"174",2010-10-01,"Services (Non-R&D)","Navy","YOUNG",0.574746511309274,0.62720638783052
"175",2010-11-01,"Services (Non-R&D)","Navy","YOUNG",0.332837148814519,0.612468991001185
"176",2010-12-01,"Services (Non-R&D)","Navy","YOUNG",0.495354832647923,0.467646164257239
"177",2011-01-01,"Services (Non-R&D)","Navy","YOUNG",0.377118782144356,0.401770254535599
"178",2011-02-01,"Services (Non-R&D)","Navy","YOUNG",0.266642052538817,0.379705222443698
"179",2011-03-01,"Services (Non-R&D)","Navy","YOUNG",0.585894972765422,0.409885269149531
"180",2011-04-01,"Services (Non-R&D)","Navy","YOUNG",0.272914417939572,0.37515048108127
"181",2011-05-01,"Services (Non-R&D)","Navy","YOUNG",0.374199378713806,0.4110029231396
"182",2011-06-01,"Services (Non-R&D)","Navy","YOUNG",0.391838581378514,0.346317459343964
"183",2011-07-01,"Services (Non-R&D)","Navy","YOUNG",0.360760338816618,0.375599432969646
"184",2011-08-01,"Services (Non-R&D)","Navy","YOUNG",0.524136880214016,0.425578600136383
"185",2011-09-01,"Services (Non-R&D)","Navy","YOUNG",0.627910174066303,0.504269131032312
"186",2011-10-01,"Services (Non-R&D)","Navy","YOUNG",0.358003362073937,0.503350138784752
"187",2011-11-01,"Services (Non-R&D)","Navy","YOUNG",0.340423833209762,0.442112456450001
"188",2011-12-01,"Services (Non-R&D)","Navy","YOUNG",0.300689272886418,0.333038822723372
"189",2012-01-01,"Services (Non-R&D)","Navy","YOUNG",0.375368970651838,0.338827358916006
"190",2012-02-01,"Services (Non-R&D)","Navy","YOUNG",0.642481288610854,0.439513177383036
"191",2012-03-01,"Services (Non-R&D)","Navy","YOUNG",0.298151117196993,0.438667125486562
"192",2012-04-01,"Services (Non-R&D)","Navy","YOUNG",0.266829459684893,0.40248728849758
"193",2012-05-01,"Services (Non-R&D)","Navy","YOUNG",0.238110765410359,0.267697114097415
"194",2012-06-01,"Services (Non-R&D)","Navy","YOUNG",0.139680809473793,0.214873678189682
"195",2012-07-01,"Services (Non-R&D)","Navy","YOUNG",0.187043962825662,0.188278512569938
"196",2012-08-01,"Services (Non-R&D)","Navy","YOUNG",0.45707589716816,0.261266889822538
"197",2012-09-01,"Services (Non-R&D)","Navy","YOUNG",0.357613555421687,0.333911138471836
"198",2012-10-01,"Services (Non-R&D)","Navy","YOUNG",0.216859348159744,0.343849600249864
"199",2012-11-01,"Services (Non-R&D)","Navy","YOUNG",0.128595943846349,0.234356282475927
"200",2012-12-01,"Services (Non-R&D)","Navy","YOUNG",0.12946422958627,0.158306507197454
"201",2013-01-01,"Services (Non-R&D)","Navy","YOUNG",0.0676790041713212,0.10857972586798
"202",2013-02-01,"Services (Non-R&D)","Navy","YOUNG",0.0749671101136387,0.0907034479570766
"203",2013-03-01,"Services (Non-R&D)","Navy","YOUNG",0.160983148088555,0.101209754124505
"204",2013-04-01,"Services (Non-R&D)","Navy","YOUNG",0.101377187127552,0.112442481776582
"205",2013-05-01,"Services (Non-R&D)","Navy","YOUNG",0.0639401488313192,0.108766828015809
"206",2013-06-01,"Services (Non-R&D)","Navy","YOUNG",0.064760457337057,0.0766925977653092
"207",2013-07-01,"Services (Non-R&D)","Navy","YOUNG",0.103553493347111,0.077418033171829
"208",2013-08-01,"Services (Non-R&D)","Navy","YOUNG",0.0836574257212349,0.0839904588018009
"209",2013-09-01,"Services (Non-R&D)","Navy","YOUNG",0.193519572969331,0.126910164012559
"210",2013-10-01,"Services (Non-R&D)","Navy","YOUNG",0.0349225222867,0.104033173659089
"211",2013-11-01,"Services (Non-R&D)","Navy","YOUNG",0.0827409056725,0.103727666976177
"212",2013-12-01,"Services (Non-R&D)","Navy","YOUNG",0.0548503266712,0.0575045848768
"213",2014-01-01,"Services (Non-R&D)","Navy","YOUNG",0.038235571618,0.0586089346539
"214",2014-02-01,"Services (Non-R&D)","Navy","YOUNG",0.0178459610772,0.0369772864554667
"215",2014-03-01,"Services (Non-R&D)","Navy","YOUNG",0.1251923300401,0.0604246209117667
"216",2014-04-01,"Services (Non-R&D)","Navy","YOUNG",0.0355936092279,0.0595439667817333
"217",2014-05-01,"Services (Non-R&D)","Navy","YOUNG",0.0317163897231,0.0641674429970333
"218",2014-06-01,"Services (Non-R&D)","Navy","YOUNG",0.0537392292486,0.0403497427332
"219",2014-07-01,"Services (Non-R&D)","Navy","YOUNG",0.0315272811781,0.0389943000499333
"220",2014-08-01,"Services (Non-R&D)","Navy","YOUNG",0.1030392781452,0.0627685961906333
"221",2014-09-01,"Services (Non-R&D)","Navy","YOUNG",0.0782312934548,0.0709326175927
"222",2010-11-01,"Services (Non-R&D)","Navy","BBP1",0.688447360438523,NA
"223",2010-12-01,"Services (Non-R&D)","Navy","BBP1",1.15917983364457,NA
"224",2011-01-01,"Services (Non-R&D)","Navy","BBP1",0.809345339897188,0.885657511326759
"225",2011-02-01,"Services (Non-R&D)","Navy","BBP1",0.982584839467058,0.983703337669604
"226",2011-03-01,"Services (Non-R&D)","Navy","BBP1",1.24176856286194,1.0112329140754
"227",2011-04-01,"Services (Non-R&D)","Navy","BBP1",1.15239982966848,1.12558441066583
"228",2011-05-01,"Services (Non-R&D)","Navy","BBP1",1.10810411361729,1.1674241687159
"229",2011-06-01,"Services (Non-R&D)","Navy","BBP1",2.62244437087705,1.62764943805427
"230",2011-07-01,"Services (Non-R&D)","Navy","BBP1",1.77058491961813,1.83371113470415
"231",2011-08-01,"Services (Non-R&D)","Navy","BBP1",2.0023396636068,2.13178965136732
"232",2011-09-01,"Services (Non-R&D)","Navy","BBP1",6.4703943688418,3.41443965068891
"233",2011-10-01,"Services (Non-R&D)","Navy","BBP1",0.844235734167439,3.10565658887201
"234",2011-11-01,"Services (Non-R&D)","Navy","BBP1",0.898026685042735,2.73755226268399
"235",2011-12-01,"Services (Non-R&D)","Navy","BBP1",1.38963543807023,1.0439659524268
"236",2012-01-01,"Services (Non-R&D)","Navy","BBP1",1.53869075997323,1.27545096102873
"237",2012-02-01,"Services (Non-R&D)","Navy","BBP1",1.57871623072804,1.50234747625717
"238",2012-03-01,"Services (Non-R&D)","Navy","BBP1",2.15528404182885,1.75756367751004
"239",2012-04-01,"Services (Non-R&D)","Navy","BBP1",1.57500705642055,1.76966910965915
"240",2012-05-01,"Services (Non-R&D)","Navy","BBP1",1.60121870623005,1.77716993482649
"241",2012-06-01,"Services (Non-R&D)","Navy","BBP1",1.86393895209556,1.68005490491539
"242",2012-07-01,"Services (Non-R&D)","Navy","BBP1",1.91703592556894,1.79406452796485
"243",2012-08-01,"Services (Non-R&D)","Navy","BBP1",2.45326416924107,2.07807968230186
"244",2012-09-01,"Services (Non-R&D)","Navy","BBP1",6.40598390716713,3.59209466732571
"245",2012-10-01,"Services (Non-R&D)","Navy","BBP1",1.64840050103402,3.50254952581407
"246",2012-11-01,"Services (Non-R&D)","Navy","BBP1",1.62797757039921,3.22745399286679
"247",2012-12-01,"Services (Non-R&D)","Navy","BBP1",1.64863600428405,1.64167135857242
"248",2013-01-01,"Services (Non-R&D)","Navy","BBP1",1.29492091288596,1.52384482918974
"249",2013-02-01,"Services (Non-R&D)","Navy","BBP1",1.28827458457327,1.41061050058109
