"","SignedMonth","ServicesCategory.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"250",2013-03-01,"Services (Non-R&D)","Navy","BBP1",1.31570865668031,1.29963471804651
"251",2013-04-01,"Services (Non-R&D)","Navy","BBP1",1.37625332968985,1.32674552364781
"252",2013-05-01,"Services (Non-R&D)","Navy","BBP1",1.54423778310775,1.41206658982597
"253",2013-06-01,"Services (Non-R&D)","Navy","BBP1",1.58824343320179,1.50291151533313
"254",2013-07-01,"Services (Non-R&D)","Navy","BBP1",1.69707958847344,1.60985360159433
"255",2013-08-01,"Services (Non-R&D)","Navy","BBP1",2.18493795253905,1.82342032473809
"256",2013-09-01,"Services (Non-R&D)","Navy","BBP1",6.23813318097177,3.37338357399475
"257",2013-10-01,"Services (Non-R&D)","Navy","BBP1",0.8926051594919,3.10522543100091
"258",2013-11-01,"Services (Non-R&D)","Navy","BBP1",1.4881729977406,2.87297044606809
"259",2013-12-01,"Services (Non-R&D)","Navy","BBP1",1.9969849755275,1.45925437758667
"260",2014-01-01,"Services (Non-R&D)","Navy","BBP1",1.2696380760409,1.58493201643633
"261",2014-02-01,"Services (Non-R&D)","Navy","BBP1",1.5859786860675,1.6175339125453
"262",2014-03-01,"Services (Non-R&D)","Navy","BBP1",2.0788511911744,1.64482265109427
"263",2014-04-01,"Services (Non-R&D)","Navy","BBP1",1.606777393009,1.75720242341697
"264",2014-05-01,"Services (Non-R&D)","Navy","BBP1",1.6171727113283,1.76760043183723
"265",2014-06-01,"Services (Non-R&D)","Navy","BBP1",2.3292381608057,1.85106275504767
"266",2014-07-01,"Services (Non-R&D)","Navy","BBP1",2.3041579125788,2.0835229282376
"267",2014-08-01,"Services (Non-R&D)","Navy","BBP1",2.4661969629099,2.36653101209813
"268",2014-09-01,"Services (Non-R&D)","Navy","BBP1",3.6668610652828,2.8124053135905
"269",2007-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.324344599685711,NA
"270",2007-08-01,"Services (Non-R&D)","Air Force","YOUNG",1.02740338086205,NA
"271",2007-09-01,"Services (Non-R&D)","Air Force","YOUNG",3.71348410003367,1.68841069352714
"272",2007-10-01,"Services (Non-R&D)","Air Force","YOUNG",1.15241279244035,1.96443342444536
"273",2007-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.868164850379609,1.91135391428454
"274",2007-12-01,"Services (Non-R&D)","Air Force","YOUNG",1.27489291582429,1.09849018621475
"275",2008-01-01,"Services (Non-R&D)","Air Force","YOUNG",0.948976264913232,1.03067801037238
"276",2008-02-01,"Services (Non-R&D)","Air Force","YOUNG",1.85065592617137,1.3581750356363
"277",2008-03-01,"Services (Non-R&D)","Air Force","YOUNG",1.30262279375271,1.3674183282791
"278",2008-04-01,"Services (Non-R&D)","Air Force","YOUNG",1.07492181533623,1.4094001784201
"279",2008-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.836421619316703,1.07132207613521
"280",2008-06-01,"Services (Non-R&D)","Air Force","YOUNG",1.13489441126898,1.0154126153073
"281",2008-07-01,"Services (Non-R&D)","Air Force","YOUNG",1.06619847398048,1.01250483485539
"282",2008-08-01,"Services (Non-R&D)","Air Force","YOUNG",1.38929862013015,1.19679716845987
"283",2008-09-01,"Services (Non-R&D)","Air Force","YOUNG",5.36209500286334,2.60586403232466
"284",2008-10-01,"Services (Non-R&D)","Air Force","YOUNG",1.89978179856029,2.88372514051793
"285",2008-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.681427162405283,2.64776798794297
"286",2008-12-01,"Services (Non-R&D)","Air Force","YOUNG",2.76000444686079,1.78040446927546
"287",2009-01-01,"Services (Non-R&D)","Air Force","YOUNG",1.33958957741935,1.59367372889514
"288",2009-02-01,"Services (Non-R&D)","Air Force","YOUNG",1.90273906487367,2.00077769638461
"289",2009-03-01,"Services (Non-R&D)","Air Force","YOUNG",1.59365336149599,1.61199400126301
"290",2009-04-01,"Services (Non-R&D)","Air Force","YOUNG",1.40262216331457,1.63300486322808
"291",2009-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.58550325700368,1.19392626060475
"292",2009-06-01,"Services (Non-R&D)","Air Force","YOUNG",0.521376944858194,0.836500788392148
"293",2009-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.54370289223858,0.550194364700151
"294",2009-08-01,"Services (Non-R&D)","Air Force","YOUNG",0.59688920555315,0.553989680883308
"295",2009-09-01,"Services (Non-R&D)","Air Force","YOUNG",1.11074846394241,0.750446853911381
"296",2009-10-01,"Services (Non-R&D)","Air Force","YOUNG",0.704013557124519,0.803883742206693
"297",2009-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.38970827385537,0.734823431640767
"298",2009-12-01,"Services (Non-R&D)","Air Force","YOUNG",0.790137832252888,0.627953221077592
"299",2010-01-01,"Services (Non-R&D)","Air Force","YOUNG",0.590843363885323,0.590229823331194
"300",2010-02-01,"Services (Non-R&D)","Air Force","YOUNG",0.467976513446727,0.616319236528313
"301",2010-03-01,"Services (Non-R&D)","Air Force","YOUNG",0.551438543185708,0.536752806839253
"302",2010-04-01,"Services (Non-R&D)","Air Force","YOUNG",0.356041765436457,0.458485607356297
"303",2010-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.275058894672657,0.394179734431607
"304",2010-06-01,"Services (Non-R&D)","Air Force","YOUNG",0.236916273095849,0.289338977734988
"305",2010-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.220848516613179,0.244274561460562
"306",2010-08-01,"Services (Non-R&D)","Air Force","YOUNG",0.588325090275995,0.348696626661675
"307",2010-09-01,"Services (Non-R&D)","Air Force","YOUNG",0.819750428241335,0.542974678376836
"308",2010-10-01,"Services (Non-R&D)","Air Force","YOUNG",0.561718775020982,0.656598097846104
"309",2010-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.522258580381872,0.634575927881396
"310",2010-12-01,"Services (Non-R&D)","Air Force","YOUNG",0.454968805801511,0.512982053734788
"311",2011-01-01,"Services (Non-R&D)","Air Force","YOUNG",0.308017289676878,0.42841489195342
"312",2011-02-01,"Services (Non-R&D)","Air Force","YOUNG",0.547520724937054,0.436835606805147
"313",2011-03-01,"Services (Non-R&D)","Air Force","YOUNG",0.314008509809064,0.389848841474332
"314",2011-04-01,"Services (Non-R&D)","Air Force","YOUNG",0.216635273248007,0.359388169331375
"315",2011-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.371526536644985,0.300723439900685
"316",2011-06-01,"Services (Non-R&D)","Air Force","YOUNG",0.585084486382711,0.391082098758568
"317",2011-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.117755146212757,0.358122056413484
"318",2011-08-01,"Services (Non-R&D)","Air Force","YOUNG",0.147732500136383,0.28352404424395
"319",2011-09-01,"Services (Non-R&D)","Air Force","YOUNG",0.261539704122954,0.175675783490698
"320",2011-10-01,"Services (Non-R&D)","Air Force","YOUNG",0.353501639367727,0.254257947875688
"321",2011-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.208381422592936,0.274474255361206
"322",2011-12-01,"Services (Non-R&D)","Air Force","YOUNG",0.274551081175986,0.27881138104555
"323",2012-01-01,"Services (Non-R&D)","Air Force","YOUNG",0.409849539666358,0.297594014478427
"324",2012-02-01,"Services (Non-R&D)","Air Force","YOUNG",0.150052746483369,0.278151122441904
"325",2012-03-01,"Services (Non-R&D)","Air Force","YOUNG",0.410700990670374,0.3235344256067
"326",2012-04-01,"Services (Non-R&D)","Air Force","YOUNG",0.226226706065287,0.262326814406343
"327",2012-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.199161713932654,0.278696470222771
"328",2012-06-01,"Services (Non-R&D)","Air Force","YOUNG",0.115500696457625,0.180296372151855
"329",2012-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.115567648717949,0.143410019702743
"330",2012-08-01,"Services (Non-R&D)","Air Force","YOUNG",0.42827441819586,0.219780921123811
"331",2012-09-01,"Services (Non-R&D)","Air Force","YOUNG",0.193361777087839,0.245734614667216
"332",2012-10-01,"Services (Non-R&D)","Air Force","YOUNG",0.311275207428252,0.31097046757065
"333",2012-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.139600744805931,0.214745909774007
"334",2012-12-01,"Services (Non-R&D)","Air Force","YOUNG",0.70494166177841,0.385272538004198
"335",2013-01-01,"Services (Non-R&D)","Air Force","YOUNG",0.16749619671372,0.337346201099353
"336",2013-02-01,"Services (Non-R&D)","Air Force","YOUNG",0.026439566580786,0.299625808357639
"337",2013-03-01,"Services (Non-R&D)","Air Force","YOUNG",-0.00205927910449883,0.0639588280633357
"338",2013-04-01,"Services (Non-R&D)","Air Force","YOUNG",0.277943939683558,0.100774742386615
"339",2013-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.0615655248082665,0.112483395129109
"340",2013-06-01,"Services (Non-R&D)","Air Force","YOUNG",0.0987320062066619,0.146080490232829
"341",2013-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.11841600085295,0.0929045106226262
"342",2013-08-01,"Services (Non-R&D)","Air Force","YOUNG",0.0132131215218848,0.076787042860499
"343",2013-09-01,"Services (Non-R&D)","Air Force","YOUNG",0.15478726532812,0.0954721292343184
"344",2013-10-01,"Services (Non-R&D)","Air Force","YOUNG",0.1315003219787,0.0998335696095684
"345",2013-11-01,"Services (Non-R&D)","Air Force","YOUNG",0.1752083734761,0.15383198692764
"346",2013-12-01,"Services (Non-R&D)","Air Force","YOUNG",0.3420600706235,0.216256255359433
"347",2014-01-01,"Services (Non-R&D)","Air Force","YOUNG",0.047363954988,0.188210799695867
"348",2014-02-01,"Services (Non-R&D)","Air Force","YOUNG",0.0749291505922,0.1547843920679
"349",2014-03-01,"Services (Non-R&D)","Air Force","YOUNG",0.2018601831662,0.1080510962488
"350",2014-04-01,"Services (Non-R&D)","Air Force","YOUNG",0.1314666373685,0.136085323708967
"351",2014-05-01,"Services (Non-R&D)","Air Force","YOUNG",0.310553607288,0.214626809274233
"352",2014-06-01,"Services (Non-R&D)","Air Force","YOUNG",0.0990628860146,0.180361043557033
"353",2014-07-01,"Services (Non-R&D)","Air Force","YOUNG",0.0525730704644,0.154063187922333
"354",2014-08-01,"Services (Non-R&D)","Air Force","YOUNG",0.0464304226487,0.0660221263759
"355",2014-09-01,"Services (Non-R&D)","Air Force","YOUNG",0.1389253490677,0.0793096140602667
"356",2010-11-01,"Services (Non-R&D)","Air Force","BBP1",0.397710494072598,NA
"357",2010-12-01,"Services (Non-R&D)","Air Force","BBP1",1.00413322759127,NA
"358",2011-01-01,"Services (Non-R&D)","Air Force","BBP1",0.841660190316827,0.747834637326899
"359",2011-02-01,"Services (Non-R&D)","Air Force","BBP1",0.638213932899706,0.828002450269268
"360",2011-03-01,"Services (Non-R&D)","Air Force","BBP1",0.912196675440621,0.797356932885718
"361",2011-04-01,"Services (Non-R&D)","Air Force","BBP1",0.854727175083928,0.801712594474752
"362",2011-05-01,"Services (Non-R&D)","Air Force","BBP1",0.722329619880403,0.82975115680165
"363",2011-06-01,"Services (Non-R&D)","Air Force","BBP1",1.03331123657155,0.870122677178626
"364",2011-07-01,"Services (Non-R&D)","Air Force","BBP1",1.13679686520143,0.964145907217793
"365",2011-08-01,"Services (Non-R&D)","Air Force","BBP1",1.49531745618968,1.22180851932088
"366",2011-09-01,"Services (Non-R&D)","Air Force","BBP1",3.16841918108477,1.93351116749196
"367",2011-10-01,"Services (Non-R&D)","Air Force","BBP1",1.62225862610442,2.09533175445962
"368",2011-11-01,"Services (Non-R&D)","Air Force","BBP1",0.773548270136958,1.85474202577538
"369",2011-12-01,"Services (Non-R&D)","Air Force","BBP1",2.03095790808238,1.47558826810792
"370",2012-01-01,"Services (Non-R&D)","Air Force","BBP1",1.08922811382968,1.29791143068301
"371",2012-02-01,"Services (Non-R&D)","Air Force","BBP1",1.15048286385542,1.42355629525583
"372",2012-03-01,"Services (Non-R&D)","Air Force","BBP1",1.946728344187,1.39547977395737
"373",2012-04-01,"Services (Non-R&D)","Air Force","BBP1",1.45850776567552,1.51857299123932
"374",2012-05-01,"Services (Non-R&D)","Air Force","BBP1",1.1884869562146,1.53124102202571
"375",2012-06-01,"Services (Non-R&D)","Air Force","BBP1",3.34910972550716,1.99870148246576
"376",2012-07-01,"Services (Non-R&D)","Air Force","BBP1",1.04580843255072,1.86113503809082
"377",2012-08-01,"Services (Non-R&D)","Air Force","BBP1",1.21836396032334,1.87109403946041
"378",2012-09-01,"Services (Non-R&D)","Air Force","BBP1",3.501938231512,1.92203687479535
"379",2012-10-01,"Services (Non-R&D)","Air Force","BBP1",2.02540628398101,2.24856949193878
"380",2012-11-01,"Services (Non-R&D)","Air Force","BBP1",2.17073789410582,2.56602746986627
"381",2012-12-01,"Services (Non-R&D)","Air Force","BBP1",2.84925854268335,2.34846757359006
"382",2013-01-01,"Services (Non-R&D)","Air Force","BBP1",1.06834318074276,2.02944653917731
"383",2013-02-01,"Services (Non-R&D)","Air Force","BBP1",0.932564190323855,1.61672197124999
"384",2013-03-01,"Services (Non-R&D)","Air Force","BBP1",1.2523049314839,1.08440410085017
"385",2013-04-01,"Services (Non-R&D)","Air Force","BBP1",1.10022310441921,1.09503074207566
"386",2013-05-01,"Services (Non-R&D)","Air Force","BBP1",0.340461169706306,0.897663068536475
"387",2013-06-01,"Services (Non-R&D)","Air Force","BBP1",1.96046706318137,1.13371711243563
"388",2013-07-01,"Services (Non-R&D)","Air Force","BBP1",1.0355898586798,1.11217269718916
"389",2013-08-01,"Services (Non-R&D)","Air Force","BBP1",1.01997912444724,1.33867868210281
"390",2013-09-01,"Services (Non-R&D)","Air Force","BBP1",3.19793341587692,1.75116746633465
"391",2013-10-01,"Services (Non-R&D)","Air Force","BBP1",2.1262253974773,2.11471264593382
"392",2013-11-01,"Services (Non-R&D)","Air Force","BBP1",1.0527546740593,2.12563782913784
"393",2013-12-01,"Services (Non-R&D)","Air Force","BBP1",2.7353438799752,1.9714413171706
"394",2014-01-01,"Services (Non-R&D)","Air Force","BBP1",1.1014278113923,1.62984212180893
"395",2014-02-01,"Services (Non-R&D)","Air Force","BBP1",1.2144678668917,1.68374651941973
"396",2014-03-01,"Services (Non-R&D)","Air Force","BBP1",2.4529453560761,1.58961367812003
"397",2014-04-01,"Services (Non-R&D)","Air Force","BBP1",1.7652635707682,1.81089226457867
"398",2014-05-01,"Services (Non-R&D)","Air Force","BBP1",1.3751831251772,1.8644640173405
"399",2014-06-01,"Services (Non-R&D)","Air Force","BBP1",1.2860481213865,1.47549827244397
"400",2014-07-01,"Services (Non-R&D)","Air Force","BBP1",1.6776289305902,1.44628672571797
"401",2014-08-01,"Services (Non-R&D)","Air Force","BBP1",1.059696400268,1.34112448408157
"402",2014-09-01,"Services (Non-R&D)","Air Force","BBP1",1.9573224750412,1.56488260196647
"403",2007-07-01,"Services (Non-R&D)","DLA","YOUNG",0.0249683429116624,NA
"404",2007-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0418199742619823,NA
"405",2007-09-01,"Services (Non-R&D)","DLA","YOUNG",0.261252600606129,0.109346972593258
"406",2007-10-01,"Services (Non-R&D)","DLA","YOUNG",0.10330946845987,0.135460681109327
"407",2007-11-01,"Services (Non-R&D)","DLA","YOUNG",0.0558214405422993,0.140127836536099
"408",2007-12-01,"Services (Non-R&D)","DLA","YOUNG",0.0372186145986985,0.0654498412002892
"409",2008-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0431602718980477,0.0454001090130152
"410",2008-02-01,"Services (Non-R&D)","DLA","YOUNG",0.0491856986008677,0.043188195032538
"411",2008-03-01,"Services (Non-R&D)","DLA","YOUNG",0.0827812744685466,0.0583757483224873
"412",2008-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0991942055856833,0.0770537262183659
"413",2008-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0803984234056399,0.0874579678199566
"414",2008-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0956410435357918,0.0917445575090383
"415",2008-07-01,"Services (Non-R&D)","DLA","YOUNG",0.0876485875596529,0.0878960181670282
"416",2008-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0869099261713666,0.0900665190889371
"417",2008-09-01,"Services (Non-R&D)","DLA","YOUNG",0.251973592722343,0.142177368817787
"418",2008-10-01,"Services (Non-R&D)","DLA","YOUNG",0.110825819387313,0.149903112760341
"419",2008-11-01,"Services (Non-R&D)","DLA","YOUNG",0.0641195950638666,0.142306335724508
"420",2008-12-01,"Services (Non-R&D)","DLA","YOUNG",0.0835128940788049,0.086152769509995
"421",2009-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0434824738796276,0.0637049876740997
"422",2009-02-01,"Services (Non-R&D)","DLA","YOUNG",0.0430829823013639,0.0566927834199322
"423",2009-03-01,"Services (Non-R&D)","DLA","YOUNG",0.0954684010716605,0.0606779524175507
"424",2009-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0605958592985495,0.066382414223858
"425",2009-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0265511584866854,0.0608718062856318
"426",2009-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0294745021974453,0.0388738399942267
"427",2009-07-01,"Services (Non-R&D)","DLA","YOUNG",0.0651859880060619,0.0404038828967309
"428",2009-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0321252558670708,0.0422619153568593
"429",2009-09-01,"Services (Non-R&D)","DLA","YOUNG",0.165999768607924,0.0877703374936855
"430",2009-10-01,"Services (Non-R&D)","DLA","YOUNG",0.0559783683247754,0.0847011309332566
"431",2009-11-01,"Services (Non-R&D)","DLA","YOUNG",0.0364656639922978,0.0861479336416656
"432",2009-12-01,"Services (Non-R&D)","DLA","YOUNG",0.0242713742297818,0.0389051355156183
"433",2010-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0238591350663243,0.028198724429468
"434",2010-02-01,"Services (Non-R&D)","DLA","YOUNG",0.0259119246576808,0.024680811317929
"435",2010-03-01,"Services (Non-R&D)","DLA","YOUNG",0.0373782710205392,0.0290497769148481
"436",2010-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0398206198866068,0.0343702718549422
"437",2010-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0525660996362858,0.0432549968478106
"438",2010-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0280574969084296,0.0401480721437741
"439",2010-07-01,"Services (Non-R&D)","DLA","YOUNG",0.0199589405862217,0.033527512376979
"440",2010-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0238275833119384,0.0239480069355299
"441",2010-09-01,"Services (Non-R&D)","DLA","YOUNG",0.122026204546427,0.055270909481529
"442",2010-10-01,"Services (Non-R&D)","DLA","YOUNG",0.0549943379563575,0.0669493752715743
"443",2010-11-01,"Services (Non-R&D)","DLA","YOUNG",0.0205472799097776,0.0658559408041874
"444",2010-12-01,"Services (Non-R&D)","DLA","YOUNG",0.0142128465065044,0.0299181547908798
"445",2011-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0170115932438103,0.0172572398866974
"446",2011-02-01,"Services (Non-R&D)","DLA","YOUNG",0.0141219297524129,0.0151154565009092
"447",2011-03-01,"Services (Non-R&D)","DLA","YOUNG",0.018620806619807,0.0165847765386767
"448",2011-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0257008736256819,0.0194812033326339
"449",2011-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0163497226814939,0.0202238009756609
"450",2011-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0236935153378095,0.0219147038816618
"451",2011-07-01,"Services (Non-R&D)","DLA","YOUNG",0.00969748022450692,0.0165802394146034
"452",2011-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0345510888271087,0.0226473614631417
"453",2011-09-01,"Services (Non-R&D)","DLA","YOUNG",0.0670496580990348,0.0370994090502168
"454",2011-10-01,"Services (Non-R&D)","DLA","YOUNG",0.045221844403254,0.0489408637764659
"455",2011-11-01,"Services (Non-R&D)","DLA","YOUNG",0.0240961193285964,0.0454558739436284
"456",2011-12-01,"Services (Non-R&D)","DLA","YOUNG",0.00643709740500463,0.0252516870456184
"457",2012-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0392358285037586,0.0232563484124532
"458",2012-02-01,"Services (Non-R&D)","DLA","YOUNG",0.0203786785089074,0.0220172014725569
"459",2012-03-01,"Services (Non-R&D)","DLA","YOUNG",0.0137117813098548,0.024442096107507
"460",2012-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0201676924003707,0.018086050739711
"461",2012-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0155687475543198,0.0164827404215151
"462",2012-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0230476577386469,0.0195946992311125
"463",2012-07-01,"Services (Non-R&D)","DLA","YOUNG",0.00938278809597364,0.0159997311296468
"464",2012-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0200851108330759,0.0175051855558988
"465",2012-09-01,"Services (Non-R&D)","DLA","YOUNG",0.0669053959118525,0.032124431613634
"466",2012-10-01,"Services (Non-R&D)","DLA","YOUNG",0.0244627258699096,0.0371510775382793
"467",2012-11-01,"Services (Non-R&D)","DLA","YOUNG",0.035406388830913,0.042258170204225
"468",2012-12-01,"Services (Non-R&D)","DLA","YOUNG",0.0083356421763989,0.0227349189590738
"469",2013-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0169618605855591,0.020234630530957
"470",2013-02-01,"Services (Non-R&D)","DLA","YOUNG",0.00965965981669544,0.0116523875262178
"471",2013-03-01,"Services (Non-R&D)","DLA","YOUNG",0.00938702469929928,0.0120028483671846
"472",2013-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0257696439595816,0.0149387761585254
"473",2013-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0136534691667513,0.0162700459418774
"474",2013-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0359532414040825,0.0251254515101384
"475",2013-07-01,"Services (Non-R&D)","DLA","YOUNG",0.00171134106042449,0.0171060172104194
"476",2013-08-01,"Services (Non-R&D)","DLA","YOUNG",0.00614022178795572,0.0146016014174876
"477",2013-09-01,"Services (Non-R&D)","DLA","YOUNG",0.134090861095461,0.0473141413146136
"478",2013-10-01,"Services (Non-R&D)","DLA","YOUNG",0.009360392447,0.0498638251101387
"479",2013-11-01,"Services (Non-R&D)","DLA","YOUNG",0.0121879819559,0.0518797451661202
"480",2013-12-01,"Services (Non-R&D)","DLA","YOUNG",0.0112014147729,0.0109165963919333
"481",2014-01-01,"Services (Non-R&D)","DLA","YOUNG",0.0246507464829,0.0160133810705667
"482",2014-02-01,"Services (Non-R&D)","DLA","YOUNG",0.0202539370522,0.0187020327693333
"483",2014-03-01,"Services (Non-R&D)","DLA","YOUNG",0.0052729986721,0.0167258940690667
"484",2014-04-01,"Services (Non-R&D)","DLA","YOUNG",0.0060500194814,0.0105256517352333
"485",2014-05-01,"Services (Non-R&D)","DLA","YOUNG",0.0215081530572,0.0109437237369
"486",2014-06-01,"Services (Non-R&D)","DLA","YOUNG",0.0064933942932,0.0113505222772667
"487",2014-07-01,"Services (Non-R&D)","DLA","YOUNG",0.017822145635,0.0152745643284667
"488",2014-08-01,"Services (Non-R&D)","DLA","YOUNG",0.0003922609901,0.00823593363943333
"489",2014-09-01,"Services (Non-R&D)","DLA","YOUNG",0.028025357707,0.0154132547773667
